drone_id,application,drone_size,drone_model,manufacturer,propeller_count,max_carry_weight,actual_carry_weight,payload_type,payload_description,altitude,flight_duration,distance_flown,operator_id,flight_date,battery_remaining,gps_accuracy,wind_speed,obstacles_encountered,flight_status,regulatory_approval_id,notes,overweight_flag,weight_ratio,risk_score
D115,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,0.9,Sensor,Temperature and humidity sensor,38,25.0,5.0,OP009,2025-04-09,89,1.2,2.5,No,Completed,REG-2025-GHI-123,,0,0.45,1.1371317829457364
D116,Warehouse Inventory,Small,StockChecker,InventoryAI,4,3.0,1.8,RFID Reader,Long-range RFID reader,18,28.0,3.0,OP010,2025-04-10,77,0.8,1.3,No,Completed,REG-2025-JKL-456,,0,0.6,1.5807751937984496
D117,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Birthday gift,62,17.0,4.5,OP012,2025-04-11,93,1.5,2.7,No,Completed,REG-2025-MNO-789,,0,0.6,0.945968992248062
D118,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Neutral density filters,84,20.0,5.5,OP004,2025-04-12,90,1.1,2.1,No,Completed,REG-2025-OPQ-012,,0,0.5,1.1718816067653277
D119,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,16.8,Liquid Tank,Water for testing,33,30.0,9.5,OP003,2025-04-13,46,3.2,7.1,Yes,Completed,REG-2025-RST-345,,0,0.8400000000000001,1.402887596899225
D120,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Office supplies,70,23.0,7.5,OP013,2025-04-14,86,1.9,3.4,No,Completed,REG-2025-UVW-678,,0,0.5599999999999999,0.9298816809465524
D121,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Polarizing filter,89,22.0,6.2,OP004,2025-04-15,97,1.4,2.4,No,Completed,REG-2025-XYZ-901,,0,0.6,0.9303322259136213
D122,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.3,Camera,Infrared camera for heat detection,102,39.0,12.5,OP002,2025-04-16,61,2.5,5.7,Yes,Completed,REG-2025-ABC-234,,0,0.5375,1.231860465116279
D123,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Plant growth hormone,29,34.0,10.5,OP003,2025-04-17,43,3.4,7.6,No,Completed,REG-2025-DEF-567,,0,0.86,1.453264933880529
D124,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Small appliances,65,21.0,6.8,OP013,2025-04-18,89,1.7,3.1,No,Completed,REG-2025-GHI-890,,0,0.42000000000000004,0.9385453716370269
D125,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Wide-angle lens,81,18.0,5.8,OP004,2025-04-19,94,1.2,2.2,No,Completed,REG-2025-JKL-123,,0,0.4,1.0638759689922481
D126,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.1,Sensor,Acoustic emission sensor,107,42.0,13.2,OP002,2025-04-20,67,2.2,5.2,Yes,Completed,REG-2025-MNO-456,,0,0.6375,1.187646229739253
D127,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Medicine,72,19.0,5.2,OP011,2025-04-21,96,1.4,2.8,No,Completed,REG-2025-PQR-789,,0,0.75,0.9713399778516058
D128,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Time-lapse camera,86,23.0,6.5,OP004,2025-04-22,91,1.3,2.5,No,Completed,REG-2025-STU-012,,0,0.7,1.0530292188431722
D129,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Nutrient solution,31,33.0,10.2,OP003,2025-04-23,41,3.3,7.4,Yes,Completed,REG-2025-VWX-345,,0,0.89,1.4666737138830162
D130,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Consumer electronics,69,24.0,7.1,OP013,2025-04-24,87,1.8,3.3,No,Completed,REG-2025-XYZ-678,,0,0.52,0.9413695090439276
D131,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Action camera,83,17.0,5.9,OP004,2025-04-25,99,1.0,2.0,No,Completed,REG-2025-ABC-901,,0,0.2,1.1650387596899225
D132,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.7,Camera,High-resolution still camera,105,40.0,12.8,OP002,2025-04-26,63,2.4,5.9,Yes,Completed,REG-2025-DEF-234,,0,0.5875,1.244031007751938
D133,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Defoliant,27,36.0,11.5,OP003,2025-04-27,39,3.6,7.9,Yes,Completed,REG-2025-GHI-567,,0,0.925,1.5001808785529716
D134,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.9,Package,Documents,71,26.0,8.2,OP013,2025-04-28,84,2.0,3.6,No,Completed,REG-2025-JKL-890,,0,0.58,0.9390697674418604
D135,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Zoom lens,87,21.0,6.8,OP004,2025-04-29,92,1.5,2.6,No,Completed,REG-2025-MNO-123,,0,0.8,0.9482170542635658
D136,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,4.8,"Camera, Sensor",Infrared and ultraviolet camera,108,56.0,14.0,OP002,2025-05-26,57,2.9,7.2,Yes,Completed,REG-2025-VWX-456,,0,0.5333333333333333,1.3329671210906175
D137,Traffic Monitoring,Medium,TrafficEye,SecureTech,4,6.0,2.9,Camera,Vehicle speed detection camera,82,38.0,11.0,OP005,2025-05-27,70,1.8,4.0,No,Completed,REG-2025-XYZ-789,,0,0.48333333333333334,1.1656330749354005
D138,Wind Turbine Inspection,Large,BladeChecker,AeroCorp,6,16.0,9.5,Camera,High-frame-rate camera,158,68.0,21.0,OP002,2025-05-28,43,3.2,8.3,Yes,Completed,REG-2025-ABC-012,,0,0.59375,1.5259108527131784
D139,Construction Site Survey,Medium,SiteScan,GeoSurv,6,11.0,7.2,"Camera, GPS",Total station integration,53,35.0,9.0,OP006,2025-05-29,80,1.6,3.0,No,Completed,REG-2025-DEF-345,,0,0.6545454545454545,1.0575581395348839
D140,Event Coverage,Small,EventFlyer,PhotoFly,4,1.8,0.9,Camera,Live streaming camera,93,30.0,7.0,OP004,2025-05-30,94,1.7,3.8,No,Completed,REG-2025-GHI-678,,0,0.5,0.9428089375284998
D141,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Clothing items,68,22.0,7.0,OP013,2025-05-01,88,1.8,3.2,No,Completed,REG-2025-DEF-901,,0,0.42000000000000004,0.9236175710594315
D142,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Standard lens,82,19.0,5.0,OP004,2025-05-02,93,1.1,2.0,No,Completed,REG-2025-GHI-234,,0,0.4,1.1341296687808315
D143,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Herbicide,32,31.0,10.0,OP003,2025-05-03,45,3.1,7.3,No,Completed,REG-2025-JKL-567,,0,0.875,1.4384721180295073
D144,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Food delivery,70,16.0,4.0,OP011,2025-05-04,90,1.5,2.9,No,Completed,REG-2025-MNO-890,,0,0.6,0.9914728682170542
D145,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Telephoto lens,88,21.0,6.0,OP004,2025-05-05,96,1.3,2.3,No,Completed,REG-2025-OPQ-123,,0,0.6,0.98752534287418
D146,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.8,Camera,Thermal imaging camera,108,38.0,12.0,OP002,2025-05-06,65,2.1,5.0,Yes,Completed,REG-2025-RST-456,,0,0.725,1.2137873754152824
D147,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.0,Liquid Tank,Fungicide,28,33.0,9.0,OP003,2025-05-07,42,3.5,7.8,Yes,Completed,REG-2025-UVW-789,,0,0.95,1.470365448504983
D148,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Electronics accessories,72,25.0,8.0,OP013,2025-05-08,85,1.7,3.0,No,Completed,REG-2025-XYZ-012,,0,0.5,0.9707934336525308
D149,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,ND filters,85,20.0,7.0,OP004,2025-05-09,98,1.0,2.1,No,Completed,REG-2025-ABC-345,,0,0.3,1.1827906976744187
D150,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.9,Sensor,Gas leak sensor,112,41.0,14.0,OP002,2025-05-10,68,2.3,5.5,Yes,Completed,REG-2025-DEF-678,,0,0.6125,1.1811391978429389
D151,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Books,73,16.0,4.2,OP012,2025-05-11,92,1.6,2.9,No,Completed,REG-2025-GHI-901,,0,0.65,0.9298062015503876
D152,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,81,18.0,5.2,OP004,2025-05-12,94,1.2,2.3,No,Completed,REG-2025-JKL-234,,0,0.5,1.0716279069767443
D153,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.1,Liquid Tank,Organic fertilizer,34,30.0,10.5,OP003,2025-05-13,47,3.1,7.2,No,Completed,REG-2025-MNO-567,,0,0.8550000000000001,1.410720180045011
D154,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Food delivery,69,15.0,3.8,OP011,2025-05-14,89,1.4,2.6,No,Completed,REG-2025-OPQ-890,,0,0.55,1.0258361018826134
D155,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Telephoto lens,87,20.0,6.1,OP004,2025-05-15,95,1.3,2.1,No,Completed,REG-2025-RST-123,,0,0.7,0.9820214669051878
D156,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.5,Camera,Thermal imaging camera,109,37.0,11.8,OP002,2025-05-16,64,2.2,5.4,Yes,Completed,REG-2025-UVW-456,,0,0.6875,1.2331501057082452
D157,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Fungicide,27,32.0,8.8,OP003,2025-05-17,41,3.3,7.5,Yes,Completed,REG-2025-XYZ-789,,0,0.9400000000000001,1.4744256518675123
D158,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Electronics accessories,71,24.0,7.3,OP013,2025-05-18,87,1.8,3.2,No,Completed,REG-2025-ABC-012,,0,0.45999999999999996,0.9336175710594316
D159,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,ND filters,84,19.0,6.5,OP004,2025-05-19,97,1.1,2.2,No,Completed,REG-2025-DEF-345,,0,0.2,1.1096335447498238
D160,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.6,Sensor,Gas leak sensor,111,40.0,13.5,OP002,2025-05-20,69,2.4,5.7,Yes,Completed,REG-2025-GHI-678,,0,0.575,1.1685271317829458
D161,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Medicine,70,18.0,4.9,OP011,2025-05-21,95,1.3,2.7,No,Completed,REG-2025-JKL-901,,0,0.7,1.0285330948121645
D162,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Time-lapse camera,85,22.0,6.8,OP004,2025-05-22,92,1.2,2.4,No,Completed,REG-2025-MNO-234,,0,0.8,1.0993798449612404
D163,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.5,Liquid Tank,Nutrient solution,32,31.0,10.8,OP003,2025-05-23,44,3.4,7.3,Yes,Completed,REG-2025-OPQ-567,,0,0.875,1.4200091199270408
D164,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Consumer electronics,68,23.0,7.5,OP013,2025-05-24,88,1.9,3.4,No,Completed,REG-2025-RST-890,,0,0.54,0.9098816809465524
D165,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Action camera,82,16.0,5.5,OP004,2025-05-25,98,1.1,2.1,No,Completed,REG-2025-UVW-123,,0,0.3,1.0918816067653276
D166,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.9,Camera,High-resolution still camera,106,38.0,12.2,OP002,2025-05-26,62,2.3,5.8,Yes,Completed,REG-2025-XYZ-456,,0,0.6125,1.2643950117964273
D167,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Defoliant,28,35.0,11.2,OP003,2025-05-27,40,3.5,7.6,Yes,Completed,REG-2025-ABC-789,,0,0.9099999999999999,1.4748615725359908
D168,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.2,Package,Documents,70,25.0,7.8,OP013,2025-05-28,85,2.1,3.5,No,Completed,REG-2025-DEF-901,,0,0.44000000000000006,0.8975083056478405
D169,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Zoom lens,86,20.0,6.2,OP004,2025-05-29,93,1.4,2.3,No,Completed,REG-2025-GHI-234,,0,0.6,0.9625802879291252
D170,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.2,Sensor,Magnetic particle inspection sensor,110,42.0,13.8,OP002,2025-05-30,68,2.2,5.5,Yes,Completed,REG-2025-JKL-567,,0,0.65,1.2009020436927413
D171,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.1,Camera,UV inspection camera,102,59.0,16.0,OP002,2025-05-21,55,2.7,6.9,Yes,Completed,REG-2025-MNO-890,,0,0.5666666666666667,1.355254091300603
D172,Traffic Monitoring,Medium,TrafficEye,SecureTech,4,6.0,3.0,Camera,License plate recognition camera,81,36.0,10.0,OP005,2025-05-22,78,1.6,4.1,No,Completed,REG-2025-OPQ-123,,0,0.5,1.162829457364341
D173,Wind Turbine Inspection,Large,BladeChecker,AeroCorp,6,16.0,8.8,Camera,High-resolution video camera,157,72.0,23.0,OP002,2025-05-23,42,3.0,8.2,Yes,Completed,REG-2025-RST-345,,0,0.55,1.5489922480620153
D174,Construction Site Survey,Medium,SiteScan,GeoSurv,6,11.0,7.3,"Camera, GPS",Real-time kinematic (RTK) GPS,52,33.0,8.0,OP006,2025-05-24,85,1.3,3.1,No,Completed,REG-2025-UVW-678,,0,0.6636363636363636,1.159540846750149
D175,Event Coverage,Small,EventFlyer,PhotoFly,4,1.8,0.9,Camera,360-degree video camera,92,29.0,5.5,OP004,2025-05-25,91,1.8,3.8,No,Completed,REG-2025-XYZ-901,,0,0.5,0.9401291989664082
D176,Delivery to Remote Area,Medium,LongHaul 400,DeliveryNow,6,10.0,3.8,Package,Emergency rations,68,53.0,26.0,OP011,2025-05-26,62,2.4,4.9,No,Completed,REG-2025-ABC-234,,0,0.38,1.1765116279069767
D177,Pipeline Inspection,Large,PipePatrol,SkyView Inc.,6,14.0,6.8,Sensor,Ultrasonic leak detector,38,62.0,22.0,OP002,2025-05-27,80,2.1,6.7,Yes,Completed,REG-2025-DEF-567,,0,0.4857142857142857,1.1955703211517164
D178,Precision Agriculture,Small,FarmPilot,AgriDrones,4,2.5,1.2,Sensor,Leaf area index sensor,45,25.0,8.5,OP003,2025-05-28,88,1.1,4.0,No,Completed,REG-2025-GHI-890,,0,0.48,1.339168428470754
D179,Wildlife Monitoring,Small,NatureWatch,EnviroTech,4,1.5,0.7,Camera,Trail camera,108,52.0,17.0,OP009,2025-05-29,70,1.6,4.5,Yes,Completed,REG-2025-JKL-123,,0,0.4666666666666666,1.2738372093023256
D180,Emergency Response,Large,FirstResponder,RescueFly,8,13.0,6.2,First Aid Kit,Basic medical supplies,138,47.0,12.0,OP007,2025-05-30,58,2.8,5.8,Yes,Completed,REG-2025-MNO-456,,0,0.47692307692307695,1.2267552602436322
D181,Product Photography,Small,StudioShot,PhotoFly,4,1.0,0.6,Camera,Macro lens camera,52,17.0,3.5,OP004,2025-05-31,95,0.8,2.0,No,Completed,REG-2025-OPQ-789,,0,0.6,1.4550387596899226
D182,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.3,Package,Clothing items,70,23.0,7.2,OP013,2025-05-01,89,1.7,3.3,No,Completed,REG-2025-DEF-901,,0,0.45999999999999996,0.9540492476060192
D183,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Standard lens,83,20.0,5.3,OP004,2025-05-02,92,1.2,2.1,No,Completed,REG-2025-GHI-234,,0,0.5,1.076124031007752
D184,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Herbicide,33,32.0,10.8,OP003,2025-05-03,46,3.2,7.5,No,Completed,REG-2025-JKL-567,,0,0.89,1.4338953488372095
D185,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.1,Package,Food delivery,71,15.0,4.1,OP011,2025-05-04,91,1.4,2.8,No,Completed,REG-2025-MNO-890,,0,0.55,1.0213399778516057
D186,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Telephoto lens,86,21.0,6.3,OP004,2025-05-05,94,1.3,2.2,No,Completed,REG-2025-OPQ-123,,0,0.7,0.9997734048896839
D187,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.3,Camera,Thermal imaging camera,110,39.0,12.1,OP002,2025-05-06,63,2.3,5.6,Yes,Completed,REG-2025-RST-456,,0,0.6625,1.2388911358274353
D188,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.2,Liquid Tank,Fungicide,29,33.0,9.2,OP003,2025-05-07,44,3.4,7.7,Yes,Completed,REG-2025-UVW-789,,0,0.9099999999999999,1.4510168718650251
D189,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Electronics accessories,73,26.0,7.5,OP013,2025-05-08,86,1.6,3.1,No,Completed,REG-2025-XYZ-012,,0,0.52,1.00531007751938
D190,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,ND filters,82,18.0,6.1,OP004,2025-05-09,97,1.1,2.3,No,Completed,REG-2025-ABC-345,,0,0.4,1.11738548273432
D191,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.8,Sensor,Gas leak sensor,113,42.0,13.8,OP002,2025-05-10,70,2.1,5.3,Yes,Completed,REG-2025-DEF-678,,0,0.6,1.1870431893687705
D192,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Medicine,71,17.0,5.5,OP011,2025-05-11,94,1.5,2.9,No,Completed,REG-2025-GHI-901,,0,0.6,0.9514728682170542
D193,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Time-lapse camera,88,21.0,6.8,OP004,2025-05-12,93,1.3,2.6,No,Completed,REG-2025-JKL-234,,0,0.6,1.0407811568276684
D194,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.9,Liquid Tank,Nutrient solution,30,34.0,10.5,OP003,2025-05-13,42,3.3,7.1,Yes,Completed,REG-2025-MNO-567,,0,0.8949999999999999,1.4334178999295277
D195,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Consumer electronics,72,25.0,7.8,OP013,2025-05-14,85,1.7,3.5,No,Completed,REG-2025-OPQ-890,,0,0.5599999999999999,1.0095531235750115
D196,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Action camera,81,19.0,5.2,OP004,2025-05-15,96,1.1,2.1,No,Completed,REG-2025-RST-123,,0,0.4,1.1118816067653277
D197,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.5,Camera,High-resolution still camera,107,37.0,12.5,OP002,2025-05-16,65,2.4,5.8,Yes,Completed,REG-2025-UVW-456,,0,0.5625,1.216279069767442
D198,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Defoliant,26,37.0,11.8,OP003,2025-05-17,40,3.6,8.0,Yes,Completed,REG-2025-XYZ-789,,0,0.9400000000000001,1.4979328165374675
D199,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Documents,73,22.0,7.1,OP013,2025-05-18,88,2.0,3.7,No,Completed,REG-2025-ABC-012,,0,0.42000000000000004,0.9068217054263565
D200,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Zoom lens,89,23.0,6.5,OP004,2025-05-19,91,1.5,2.7,No,Completed,REG-2025-DEF-345,,0,0.7,0.965968992248062
D201,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.4,Sensor,Magnetic particle inspection sensor,112,41.0,13.2,OP002,2025-05-20,67,2.2,5.4,Yes,Completed,REG-2025-GHI-678,,0,0.675,1.2031501057082452
D202,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.2,Camera,UV inspection camera,101,60.0,17.0,OP002,2025-05-21,53,2.9,7.0,Yes,Completed,REG-2025-JKL-901,,0,0.5777777777777778,1.357463245121625
D203,Traffic Monitoring,Medium,TrafficEye,SecureTech,4,6.0,3.2,Camera,License plate recognition camera,82,37.0,10.5,OP005,2025-05-22,76,1.7,4.3,No,Completed,REG-2025-MNO-234,,0,0.5333333333333333,1.1615686274509804
D204,Wind Turbine Inspection,Large,BladeChecker,AeroCorp,6,16.0,8.9,Camera,High-resolution video camera,156,71.0,22.5,OP002,2025-05-23,41,3.1,8.1,Yes,Completed,REG-2025-OPQ-567,,0,0.55625,1.5404876219054764
D205,Construction Site Survey,Medium,SiteScan,GeoSurv,6,11.0,7.1,"Camera, GPS",Real-time kinematic (RTK) GPS,51,34.0,7.5,OP006,2025-05-24,84,1.4,3.0,No,Completed,REG-2025-RST-890,,0,0.6454545454545454,1.106843853820598
D206,Event Coverage,Small,EventFlyer,PhotoFly,4,1.8,0.9,Camera,360-degree video camera,91,30.0,5.2,OP004,2025-05-25,93,1.9,3.9,No,Completed,REG-2025-UVW-123,,0,0.5,0.8986413708690331
D207,Delivery to Remote Area,Medium,LongHaul 400,DeliveryNow,6,10.0,3.6,Package,Emergency rations,67,54.0,27.0,OP011,2025-05-26,61,2.5,5.0,No,Completed,REG-2025-XYZ-456,,0,0.36,1.177596899224806
D208,Pipeline Inspection,Large,PipePatrol,SkyView Inc.,6,14.0,6.9,Sensor,Ultrasonic leak detector,39,61.0,21.5,OP002,2025-05-27,79,2.2,6.6,Yes,Completed,REG-2025-ABC-789,,0,0.4928571428571429,1.1761733615221985
D209,Precision Agriculture,Small,FarmPilot,AgriDrones,4,2.5,1.2,Sensor,Leaf area index sensor,44,27.0,8.2,OP003,2025-05-28,87,1.2,3.8,No,Completed,REG-2025-DEF-901,,0,0.48,1.2579069767441862
D210,Wildlife Monitoring,Small,NatureWatch,EnviroTech,4,1.5,0.8,Camera,Trail camera,107,51.0,16.5,OP009,2025-05-29,69,1.7,4.4,Yes,Completed,REG-2025-GHI-234,,0,0.5333333333333333,1.2393205654354764
D211,Emergency Response,Large,FirstResponder,RescueFly,8,13.0,6.1,First Aid Kit,Basic medical supplies,137,46.0,11.5,OP007,2025-05-30,56,2.8,5.9,Yes,Completed,REG-2025-JKL-567,,0,0.46923076923076923,1.2545071982281286
D212,Product Photography,Small,StudioShot,PhotoFly,4,1.0,0.7,Camera,Macro lens camera,51,18.0,3.2,OP004,2025-05-31,94,0.9,2.1,No,Completed,REG-2025-MNO-890,,0,0.7,1.3339018087855297
D213,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.4,Package,Clothing items,69,21.0,7.1,OP013,2025-05-01,87,1.9,3.4,No,Completed,REG-2025-OPQ-123,,0,0.48,0.9198816809465524
D214,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,82,19.0,5.4,OP004,2025-05-02,91,1.3,2.2,No,Completed,REG-2025-RST-456,,0,0.6,1.0297734048896838
D215,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Herbicide,31,30.0,10.2,OP003,2025-05-03,44,3.3,7.4,No,Completed,REG-2025-UVW-789,,0,0.8800000000000001,1.4366737138830163
D216,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Food delivery,70,14.0,4.3,OP011,2025-05-04,88,1.6,2.7,No,Completed,REG-2025-XYZ-012,,0,0.65,0.9543023255813954
D217,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Telephoto lens,85,22.0,6.5,OP004,2025-05-05,95,1.2,2.3,No,Completed,REG-2025-ABC-345,,0,0.8,1.0616279069767443
D218,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.6,Camera,Thermal imaging camera,107,38.0,11.9,OP002,2025-05-06,66,2.1,5.5,Yes,Completed,REG-2025-DEF-678,,0,0.7,1.2425470653377628
D219,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Fungicide,28,31.0,9.5,OP003,2025-05-07,43,3.5,7.8,Yes,Completed,REG-2025-GHI-901,,0,0.925,1.4603654485049833
D220,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.2,Package,Electronics accessories,71,23.0,7.1,OP013,2025-05-08,87,1.8,3.2,No,Completed,REG-2025-JKL-234,,0,0.44000000000000006,0.9336175710594316
D221,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,ND filters,83,17.0,5.8,OP004,2025-05-09,99,1.0,2.1,No,Completed,REG-2025-MNO-567,,0,0.3,1.1727906976744187
D222,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.7,Sensor,Gas leak sensor,110,40.0,13.2,OP002,2025-05-10,71,2.3,5.4,Yes,Completed,REG-2025-OPQ-890,,0,0.5875,1.143387259858443
D223,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Medicine,73,18.0,5.1,OP011,2025-05-11,93,1.4,2.8,No,Completed,REG-2025-RST-123,,0,0.7,1.0013399778516057
D224,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.9,Camera,Time-lapse camera,87,24.0,6.2,OP004,2025-05-12,90,1.2,2.5,No,Completed,REG-2025-UVW-456,,0,0.9,1.1271317829457366
D225,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.7,Liquid Tank,Nutrient solution,30,32.0,10.5,OP003,2025-05-13,45,3.2,7.3,Yes,Completed,REG-2025-XYZ-789,,0,0.885,1.428391472868217
D226,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Consumer electronics,70,22.0,7.4,OP013,2025-05-14,86,1.9,3.5,No,Completed,REG-2025-ABC-012,,0,0.5,0.9376336189310486
D227,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Action camera,84,16.0,5.8,OP004,2025-05-15,97,1.0,2.2,No,Completed,REG-2025-DEF-345,,0,0.2,1.2005426356589148
D228,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.8,Camera,High-resolution still camera,106,39.0,12.8,OP002,2025-05-16,64,2.5,5.9,Yes,Completed,REG-2025-GHI-678,,0,0.6,1.2173643410852715
D229,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Defoliant,29,34.0,11.8,OP003,2025-05-17,42,3.4,7.7,Yes,Completed,REG-2025-JKL-901,,0,0.905,1.471016871865025
