drone_id,application,drone_size,drone_model,manufacturer,propeller_count,max_carry_weight,actual_carry_weight,payload_type,payload_description,altitude,flight_duration,distance_flown,operator_id,flight_date,battery_remaining,gps_accuracy,wind_speed,obstacles_encountered,flight_status,regulatory_approval_id,notes,overweight_flag,weight_ratio,risk_score
D0529,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Electronics,71,18.0,6.3,OP003,2025-07-27,90,1.5,2.8,No,Completed,REG-2026-UAV-0529,,0,0.75,1.4778893366959993
D0530,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Zoom lens,87,21.0,6.8,OP006,2025-04-29,92,1.5,2.6,No,Completed,REG-2026-UAV-0530,,0,0.8,1.5408592156830248
D0531,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.1,Liquid Tank,Defoliant,29,34.0,11.8,OP013,2025-05-17,42,3.4,7.7,Yes,Completed,REG-2026-UAV-0531,,0,0.905,3.1978652677061197
D0532,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP010,2026-01-22,68,2.2,5.3,Yes,Completed,REG-2026-UAV-0532,,0,0.575,2.59609475286328
D0533,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Birthday gift,62,17.0,4.5,OP006,2025-04-11,93,1.5,2.7,No,Completed,REG-2026-UAV-0533,,0,0.6,1.3232532596845181
D0534,Surveillance,Medium,Watcher Pro,SecureTech,4,7.0,4.1,Sensor,Noise detection sensor,110,55.0,10.0,OP005,2025-04-05,58,2.3,4.5,No,Completed,REG-2026-UAV-0534,,0,0.5857142857142856,2.114797823616419
D0535,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Standard lens,87,19.0,5.3,OP002,2026-09-21,95,1.2,2.2,No,Completed,REG-2026-UAV-0535,,0,0.4,1.2069237930404213
D0536,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP010,2025-11-07,62,2.5,5.7,Yes,Completed,REG-2026-UAV-0536,,0,0.675,2.728492817424861
D0537,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP010,2025-11-27,69,2.1,5.4,Yes,Completed,REG-2026-UAV-0537,,0,0.6125,2.620712739871094
D0538,Package Delivery,523,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP002,2026-03-08,92,1.5,12.9,No,Completed,REG-2026-UAV-0538,,0,0.75,2.706071631347519
D0539,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.1,Liquid Tank,Herbicide,31,33.0,9.5,OP007,2026-02-06,40,3.3,7.9,Yes,Completed,REG-2026-UAV-0539,,0,0.9550000000000001,3.186529775050708
D0540,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Vibration,107,40.0,12.5,OP002,2025-12-29,68,2.2,5.3,Yes,Completed,REG-2026-UAV-0540,,0,0.575,2.5601032624582203
D0541,Wildlife Monitoring,Small,NatureWatch,EnviroTech,4,1.5,0.7,Camera,Low-light camera for observing wildlife,100,45.0,15.0,OP012,2025-03-07,65,1.9,4.1,Yes,Completed,REG-2026-UAV-0541,Monitoring animal populations in a nature reserve,0,0.4666666666666666,2.519392500485434
D0542,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.2,Package,Small package,73,16.0,6.5,OP006,2026-01-19,90,1.4,2.9,No,Completed,REG-2026-UAV-0542,,0,0.6,1.4889879222034899
D0543,Real Estate Photography,Small,SkyLens,PhotoFly,4,1.2,0.6,Camera,Wide-angle camera for property showcasing,75,25.0,4.0,OP005,2025-03-16,88,1.6,2.5,No,Completed,REG-2026-UAV-0543,,0,0.5,1.2340950199748104
D0544,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.8,Liquid Tank,Fungicide,27,32.0,8.8,OP004,2025-05-17,41,3.3,7.5,Yes,Completed,REG-2026-UAV-0544,,0,0.9400000000000001,3.1044947889207246
D0545,Traffic Monitoring,Medium,TrafficEye,SecureTech,4,6.0,2.8,Camera,Real-time video camera for traffic analysis,85,40.0,10.0,OP007,2025-03-14,72,1.9,4.5,No,Completed,REG-2026-UAV-0545,Monitoring traffic flow on a major highway,0,0.4666666666666666,2.0209347571423693
D0546,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,1.1,Sensor,Ozone sensor,32,27.0,6.0,OP008,2025-05-09,90,1.4,2.6,No,Completed,REG-2026-UAV-0546,,0,0.55,1.4411093703715216
D0547,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP004,2026-01-18,65,2.4,5.6,Yes,Completed,REG-2026-UAV-0547,,0,0.6875,2.7295708931179967
D0548,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Small consumer goods,50,25.0,8.0,OP001,2025-03-20,85,2.1,3.5,No,Completed,REG-2026-UAV-0548,"Urban delivery, light package, good weather",0,0.5,1.58684910042115
D0549,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Plant growth hormone,29,34.0,10.5,OP001,2025-04-17,43,3.4,7.6,No,Completed,REG-2026-UAV-0549,,0,0.86,2.7737164204855667
D0550,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP001,2026-01-07,89,1.7,3.1,No,Completed,REG-2026-UAV-0550,,0,0.42000000000000004,1.4929020824317052
D0551,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,Thermal,103,41.0,13.1,OP011,2026-01-10,64,2.4,5.2,Yes,Completed,REG-2026-UAV-0551,,0,0.6875,2.5804310538859294
D0552,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Herbicide,32,31.0,10.5,OP001,2026-02-18,41,3.1,7.4,Yes,Completed,REG-2026-UAV-0552,,0,0.86,3.1670681111181254
D0553,Power Line Inspection,Medium,VoltGuard,SkyView Inc.,6,9.0,5.2,"Camera, Sensor","UV camera, acoustic sensor",105,60.0,17.0,OP005,2025-02-18,48,3.0,7.5,Yes,Completed,REG-2026-UAV-0553,,0,0.5777777777777778,3.1465565764455707
D0554,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Fungicide,33,33.0,10.5,OP004,2025-10-01,46,3.3,7.3,Yes,Completed,REG-2026-UAV-0554,,0,0.8800000000000001,3.074767135963425
D0555,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,0.9,Package,Books,75,15.0,4.0,OP013,2025-04-01,91,1.6,2.8,No,Completed,REG-2026-UAV-0555,,0,0.45,1.2167116540622878
D0556,Wildlife Monitoring,Small,NatureWatch,EnviroTech,4,1.5,0.6,Camera,Trail camera,105,50.0,16.0,OP014,2025-04-28,68,1.7,4.3,Yes,Completed,REG-2026-UAV-0556,,0,0.39999999999999997,2.456309906577824
D0557,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.9,Camera,High-resolution still camera,106,38.0,12.2,OP009,2025-05-26,62,2.3,5.8,Yes,Completed,REG-2026-UAV-0557,,0,0.6125,2.6109569726434896
D0558,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP015,2025-06-25,92,1.6,2.7,No,Completed,REG-2026-UAV-0558,,0,0.65,1.3489021791329097
D0559,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Fragile goods,71,25.0,7.2,OP003,2025-12-30,86,1.8,3.5,No,Completed,REG-2026-UAV-0559,,0,0.52,1.6350921044668159
D0560,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.6,Package,Consumer electronics,69,24.0,7.1,OP014,2025-04-24,87,1.8,3.3,No,Completed,REG-2026-UAV-0560,,0,0.52,1.6520579769545785
D0561,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP007,2025-08-20,92,1.5,2.9,No,Completed,REG-2026-UAV-0561,,0,0.75,1.6194736794671973
D0562,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.6,Liquid Tank,Insecticide,33,33.0,10.5,OP011,2025-07-13,46,3.3,7.3,Yes,Completed,REG-2026-UAV-0562,,0,0.8800000000000001,3.11008453449519
D0563,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,5.1,Sensor,Acoustic emission sensor,107,42.0,13.2,OP008,2025-04-20,67,2.2,5.2,Yes,Completed,REG-2026-UAV-0563,,0,0.6375,2.5800439416027228
D0564,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,19.2,Liquid Tank,Herbicide,29,33.0,9.8,OP006,2025-06-11,43,3.3,7.6,Yes,Completed,REG-2026-UAV-0564,,0,0.96,3.1942945114273913
D0565,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP012,2025-11-11,69,2.1,5.4,Yes,Completed,REG-2026-UAV-0565,,0,0.6125,2.6134426599286864
D0566,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP013,2025-11-23,62,2.5,5.7,Yes,Completed,REG-2026-UAV-0566,,0,0.675,2.7643410914835647
D0567,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,84,17.0,5.3,OP010,2025-08-17,97,1.3,2.2,No,Completed,REG-2026-UAV-0567,,0,0.2,1.046781991384399
D0568,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Fungicide,28,31.0,9.5,OP013,2025-05-07,43,3.5,7.8,Yes,Completed,REG-2026-UAV-0568,,0,0.925,3.123530785070431
D0569,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,6.1,Sensor,Corrosion detection sensor,105,40.0,12.0,OP001,2025-06-04,70,2.0,4.8,Yes,Completed,REG-2026-UAV-0569,,0,0.7625,2.6223848244173964
D0570,Infrastructure Inspection,Large,Inspecta X,SkyView Inc.,6,15.0,9.1,"Camera, Sensor",Thermal and visual camera,118,48.0,14.0,OP008,2025-05-02,71,1.6,5.3,Yes,Completed,REG-2026-UAV-0570,,0,0.6066666666666667,2.585596124925825
D0571,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP015,2025-12-27,93,1.1,2.1,No,Completed,REG-2026-UAV-0571,,0,0.8,1.2877622140044453
D0572,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,0.9,Sensor,Temperature and humidity sensor,38,25.0,5.0,OP010,2025-04-09,89,1.2,2.5,No,Completed,REG-2026-UAV-0572,,0,0.45,1.2615538268164905
D0573,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Small items,69,25.0,7.5,OP003,2025-12-14,88,1.9,3.3,No,Completed,REG-2026-UAV-0573,,0,0.5599999999999999,1.5747775648428761
D0574,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP008,2025-08-20,92,1.5,2.9,No,Completed,REG-2026-UAV-0574,,0,0.75,1.6147912619208784
D0575,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,Infrared camera,90,18.0,6.0,OP012,2025-04-04,95,1.0,1.9,No,Completed,REG-2026-UAV-0575,,0,0.3,1.1543438823796544
D0576,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP004,2025-09-18,95,1.2,2.3,No,Completed,REG-2026-UAV-0576,,0,0.4,1.286721582748663
D0577,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Wide angle,89,20.0,5.8,OP008,2025-12-27,93,1.1,2.1,No,Completed,REG-2026-UAV-0577,,0,0.8,1.4276918823226257
D0578,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Wide lens,82,18.0,5.9,OP011,2026-01-08,97,1.2,2.5,No,Completed,REG-2026-UAV-0578,,0,0.7,1.3177853738882193
D0579,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Herbicide,32,33.0,10.5,OP001,2025-08-22,45,3.3,7.3,Yes,Completed,REG-2026-UAV-0579,,0,0.89,3.0664219420700958
D0580,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP003,2025-06-24,63,2.2,5.4,Yes,Completed,REG-2026-UAV-0580,,0,0.65,2.684247250077314
D0581,Precision Agriculture,Small,FarmPilot,AgriDrones,4,2.5,1.2,Sensor,Leaf area index sensor,45,25.0,8.5,OP006,2025-05-28,88,1.1,4.0,No,Completed,REG-2026-UAV-0581,,0,0.48,1.6930975174670657
D0582,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Visual,104,40.0,13.5,OP015,2026-02-11,63,2.3,5.1,Yes,Completed,REG-2026-UAV-0582,,0,0.6375,2.5779946125371684
D0583,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Zoom lens,84,19.0,5.2,OP015,2025-09-18,95,1.2,2.3,No,Completed,REG-2026-UAV-0583,,0,0.4,1.2164401899098116
D0584,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Neutral density filters,84,20.0,5.5,OP009,2025-04-12,90,1.1,2.1,No,Completed,REG-2026-UAV-0584,,0,0.5,1.4562337119032038
D0585,Bridge Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.5,Camera,High-definition camera,90,38.0,12.0,OP002,2025-03-18,60,2.2,5.8,Yes,Completed,REG-2026-UAV-0585,,0,0.5625,2.595586558685156
D0586,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Telephoto lens,88,21.0,6.0,OP011,2025-05-05,96,1.3,2.3,No,Completed,REG-2026-UAV-0586,,0,0.6,1.3890361697231874
D0587,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.9,Sensor,Gas leak sensor,112,41.0,14.0,OP001,2025-05-10,68,2.3,5.5,Yes,Completed,REG-2026-UAV-0587,,0,0.6125,2.54141621507151
D0588,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Action camera,81,19.0,5.2,OP015,2025-05-15,96,1.1,2.1,No,Completed,REG-2026-UAV-0588,,0,0.4,1.2431895912284832
D0589,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.4,Camera,Zoom,106,42.0,13.9,OP010,2025-11-23,62,2.5,5.7,Yes,Completed,REG-2026-UAV-0589,,0,0.675,2.7128837304905775
D0590,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Documents,71,17.0,5.9,OP003,2025-09-13,92,1.6,2.7,No,Completed,REG-2026-UAV-0590,,0,0.65,1.4851044129101472
D0591,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,85,20.0,5.7,OP004,2026-03-09,94,1.1,2.1,No,Completed,REG-2026-UAV-0591,,0,0.6,1.27542371991159
D0592,Delivery to Remote Area,Medium,LongHaul 400,DeliveryNow,6,10.0,3.5,Package,Emergency rations,65,55.0,28.0,OP011,2025-04-25,60,2.5,4.8,No,Completed,REG-2026-UAV-0592,,0,0.35,2.7855426400088357
D0593,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.4,Camera,Wide-angle lens,81,18.0,5.8,OP005,2025-04-19,94,1.2,2.2,No,Completed,REG-2026-UAV-0593,,0,0.4,1.210567485212928
D0594,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP003,2026-01-11,92,1.4,2.7,No,Completed,REG-2026-UAV-0594,,0,0.65,1.4372475908516689
D0595,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.8,Camera,Telephoto lens,85,22.0,6.5,OP013,2025-05-05,95,1.2,2.3,No,Completed,REG-2026-UAV-0595,,0,0.8,1.5080993003197518
D0596,Wind Turbine Inspection,Large,BladeChecker,AeroCorp,6,16.0,9.5,Camera,High-frame-rate camera,158,68.0,21.0,OP010,2025-05-28,43,3.2,8.3,Yes,Completed,REG-2026-UAV-0596,,0,0.59375,3.4813557261801487
D0597,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,0.9,Sensor,Temperature and humidity sensor,38,25.0,5.0,OP011,2025-04-09,89,1.2,2.5,No,Completed,REG-2026-UAV-0597,,0,0.45,1.3540190724108156
D0598,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Plant growth hormone,29,34.0,10.5,OP002,2025-04-17,43,3.4,7.6,No,Completed,REG-2026-UAV-0598,,0,0.86,2.8224579340678324
D0599,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Consumer electronics,72,25.0,7.8,OP002,2025-05-14,85,1.7,3.5,No,Completed,REG-2026-UAV-0599,,0,0.5599999999999999,1.6653746840623638
D0600,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,0.9,Package,Books,75,15.0,4.0,OP007,2025-04-01,91,1.6,2.8,No,Completed,REG-2026-UAV-0600,,0,0.45,1.33325432356767
D0601,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.7,Package,Consumer goods,68,22.0,7.1,OP009,2025-10-27,88,1.7,3.5,No,Completed,REG-2026-UAV-0601,,0,0.54,1.5764990772704428
D0602,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Wide-angle lens,83,21.0,6.2,OP010,2026-09-29,96,1.3,2.4,No,Completed,REG-2026-UAV-0602,,0,0.5,1.2761975106999113
D0603,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.8,Liquid Tank,Fungicide,34,34.0,10.2,OP002,2025-10-13,45,3.4,7.7,Yes,Completed,REG-2026-UAV-0603,,0,0.89,3.10038438670351
D0604,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Visual,104,40.0,13.5,OP007,2025-07-26,63,2.3,5.1,Yes,Completed,REG-2026-UAV-0604,,0,0.6375,2.700506958991672
D0605,Delivery to Remote Area,Medium,LongHaul 400,DeliveryNow,6,10.0,3.6,Package,Emergency rations,67,54.0,27.0,OP007,2025-05-26,61,2.5,5.0,No,Completed,REG-2026-UAV-0605,,0,0.36,2.755808654203828
D0606,Delivery to Remote Area,Medium,LongHaul 400,DeliveryNow,6,10.0,3.6,Package,Emergency rations,67,54.0,27.0,OP011,2025-05-26,61,2.5,5.0,No,Completed,REG-2026-UAV-0606,,0,0.36,2.7077550773294767
D0607,Emergency Response,Large,FirstResponder,RescueFly,8,13.0,6.0,"Camera, Speaker","Thermal camera, loudspeaker for communication",130,48.0,11.0,OP007,2025-03-06,52,2.7,5.9,Yes,Completed,REG-2026-UAV-0607,Assessing damage after a natural disaster,0,0.46153846153846156,2.6788472611886167
D0608,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Defoliant,27,36.0,11.5,OP003,2025-04-27,39,3.6,7.9,Yes,Completed,REG-2026-UAV-0608,,0,0.925,3.3039157792469562
D0609,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,17.2,Liquid Tank,Plant growth hormone,29,34.0,10.5,OP012,2025-04-17,43,3.4,7.6,No,Completed,REG-2026-UAV-0609,,0,0.86,2.8579999537898906
D0610,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.6,Camera,Standard lens,85,20.0,5.7,OP007,2025-11-25,94,1.1,2.1,No,Completed,REG-2026-UAV-0610,,0,0.6,1.2911081399814357
D0611,Surveillance,Medium,Watcher Pro,SecureTech,4,7.0,3.0,"Camera, Sensor","Infrared camera, motion detection sensor",100,60.0,12.0,OP001,2025-03-24,55,2.5,4.9,No,Completed,REG-2026-UAV-0611,"Security patrol, nighttime operation",0,0.42857142857142855,2.1981661645714197
D0612,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP010,2026-01-27,94,1.5,2.8,No,Completed,REG-2026-UAV-0612,,0,0.7,1.4561585391806493
D0613,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.9,Sensor,Acoustic,108,38.0,12.2,OP001,2025-11-27,69,2.1,5.4,Yes,Completed,REG-2026-UAV-0613,,0,0.6125,2.5342176043966904
D0614,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Sensor,Gas leak sensor,109,41.0,13.1,OP005,2026-09-23,66,2.3,5.1,Yes,Completed,REG-2026-UAV-0614,,0,0.65,2.6279459592571865
D0615,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.1,Camera,Thermal,102,41.0,13.5,OP015,2025-06-08,67,2.1,5.3,Yes,Completed,REG-2026-UAV-0615,,0,0.6375,2.639559240236551
D0616,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.4,Package,Gift,70,19.0,6.1,OP002,2025-09-29,94,1.5,2.8,No,Completed,REG-2026-UAV-0616,,0,0.7,1.508760847857858
D0617,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.5,Camera,Neutral density filters,84,20.0,5.5,OP009,2025-04-12,90,1.1,2.1,No,Completed,REG-2026-UAV-0617,,0,0.5,1.3897009571185763
D0618,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,1.1,Sensor,Ozone sensor,32,27.0,6.0,OP015,2025-05-09,90,1.4,2.6,No,Completed,REG-2026-UAV-0618,,0,0.55,1.4614445466245818
D0619,Emergency Response,Large,FirstResponder,RescueFly,8,13.0,5.9,First Aid Kit,Basic medical supplies,135,45.0,10.0,OP007,2025-04-29,55,2.9,5.7,Yes,Completed,REG-2026-UAV-0619,,0,0.4538461538461539,2.5538329956732726
D0620,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.2,Camera,Infrared,106,38.0,13.1,OP004,2025-06-24,63,2.2,5.4,Yes,Completed,REG-2026-UAV-0620,,0,0.65,2.607805741197375
D0621,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,16.8,Liquid Tank,Water for testing,33,30.0,9.5,OP004,2025-04-13,46,3.2,7.1,Yes,Completed,REG-2026-UAV-0621,,0,0.8400000000000001,2.956272649576456
D0622,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,18.5,Liquid Tank,Defoliant,27,36.0,11.5,OP002,2025-04-27,39,3.6,7.9,Yes,Completed,REG-2026-UAV-0622,,0,0.925,3.267414746616088
D0623,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.5,Package,Consumer electronics,70,22.0,7.4,OP005,2025-05-14,86,1.9,3.5,No,Completed,REG-2026-UAV-0623,,0,0.5,1.6474564913668055
D0624,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.3,Camera,ND filter,82,17.0,5.5,OP004,2025-06-14,97,1.1,2.2,No,Completed,REG-2026-UAV-0624,,0,0.3,1.1626334032946954
D0625,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Time-lapse camera,86,23.0,6.5,OP012,2025-04-22,91,1.3,2.5,No,Completed,REG-2026-UAV-0625,,0,0.7,1.4671902022555778
D0626,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.1,Package,Electronics,66,23.0,7.5,OP013,2025-10-03,89,1.7,3.1,No,Completed,REG-2026-UAV-0626,,0,0.42000000000000004,1.455355355713639
D0627,Agricultural Spraying,Large,CropMaster,AgriDrones,8,20.0,16.8,Liquid Tank,Water for testing,33,30.0,9.5,OP001,2025-04-13,46,3.2,7.1,Yes,Completed,REG-2026-UAV-0627,,0,0.8400000000000001,2.988521089553938
D0628,Package Delivery,Medium,FlyHigh 300,AeroCorp,4,5.0,2.8,Package,Office supplies,70,23.0,7.5,OP012,2025-04-14,86,1.9,3.4,No,Completed,REG-2026-UAV-0628,,0,0.5599999999999999,1.672499378110855
D0629,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP008,2025-09-20,65,2.4,5.6,Yes,Completed,REG-2026-UAV-0629,,0,0.6875,2.797300965288756
D0630,Surveying,Medium,MapMaker Z,GeoSurv,6,10.0,6.8,LiDAR System,Advanced LiDAR system,65,40.0,10.0,OP003,2025-02-27,88,1.3,3.0,No,Completed,REG-2026-UAV-0630,,0,0.6799999999999999,1.7097115700985168
D0631,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,5.5,Camera,High-res,103,39.0,13.8,OP014,2025-07-02,65,2.4,5.6,Yes,Completed,REG-2026-UAV-0631,,0,0.6875,2.7155128409618703
D0632,Film Production,Large,CineDrone X,FilmCraft,8,18.0,10.0,Camera,Professional cinema camera with gimbal,60,40.0,7.0,OP006,2025-03-27,70,2.0,4.2,No,Completed,REG-2026-UAV-0632,Filming aerial shots for a movie,0,0.5555555555555556,1.8010806924699085
D0633,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.7,Sensor,Pressure,110,41.0,12.5,OP004,2025-06-28,68,2.3,5.1,Yes,Completed,REG-2026-UAV-0633,,0,0.5875,2.6227096284549734
D0634,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.2,Camera,Telephoto,84,17.0,5.3,OP009,2025-08-17,97,1.3,2.2,No,Completed,REG-2026-UAV-0634,,0,0.2,1.035949858092196
D0635,Aerial Photography,Small,SnapShot Mini,PhotoFly,4,1.0,0.7,Camera,Time-lapse camera,86,23.0,6.5,OP007,2025-04-22,91,1.3,2.5,No,Completed,REG-2026-UAV-0635,,0,0.7,1.5585831155890275
D0636,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.3,Package,Clothing,73,19.0,6.1,OP009,2026-02-04,92,1.4,2.7,No,Completed,REG-2026-UAV-0636,,0,0.65,1.4547332023493766
D0637,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,1.0,Sensor,Particulate matter sensor,30,30.0,7.0,OP010,2025-02-24,95,1.0,2.5,No,Completed,REG-2026-UAV-0637,,0,0.5,1.3500316753079842
D0638,Environmental Monitoring,Small,AirProbe 1,EnviroTech,4,2.0,1.1,Sensor,Ozone sensor,32,27.0,6.0,OP003,2025-05-09,90,1.4,2.6,No,Completed,REG-2026-UAV-0638,,0,0.55,1.371499821405704
D0639,Infrastructure Inspection,Medium,ViewMax 500,Inspecta X,4,8.0,4.8,Camera,High-resolution still camera,106,39.0,12.8,OP001,2025-05-16,64,2.5,5.9,Yes,Completed,REG-2026-UAV-0639,,0,0.6,2.8005024324703562
D0640,Package Delivery,Small,SwiftWing,DeliveryNow,4,2.0,1.5,Package,Gift,71,19.0,6.5,OP005,2025-11-08,92,1.5,2.9,No,Completed,REG-2026-UAV-0640,,0,0.75,1.5740745811639196
D0641,Infrastructure Inspection,Medium,ViewMax 500,SkyView Inc.,4,8.0,4.6,Sensor,Temperature,107,42.0,12.8,OP003,2025-10-18,66,2.4,5.3,Yes,Completed,REG-2026-UAV-0641,,0,0.575,2.5765640218552033
